Solicitud de pedido;Descripción Material;Descripción Servicio;MES;Moneda;Texto Solicitud Pedido;Nombre área solicitante;Fecha Lib. Solped;Denominación GrpComp;Valor total Pedido
1000023549;CERTIFICADO WILDCARD UEAN 2026;LICENCIAS Y SOFTWARE;abril;COP; CERTIFICADO WILDCARD UEAN 2026 Supervisor: Néstor Cantor Proveedor: Apex Valor de la compra: COP $5.502.542 IVA incluido Forma;SEGURIDAD INFORMÁTICA;21/04/2026;LICENCIAS Y SUBSCR;5.502.542,00
1300003143;Pago Tqte. a Monterrey x Diana Figueroa;PASAJES AEREOS;abril;COP; Compra de TIQUETE para DIANA PAOLA FIGUEROA HERNÁNDEZ, quien viajó a Monterrey-México para participar en el City of incMTY F;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;20/04/2026;VIAJES;9.762.832,00
1300003144;Pago Tqte. a Monterrey x Dario M. Reyes;PASAJES AEREOS;abril;COP; Compra de TIQUETE para DARIO MAURICIO REYES GIRALDO, quien viajó a Monterrey-México para participar en el City of incMTY Fest;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;20/04/2026;VIAJES;9.762.832,00
1300003167;Pago Tqte. a B/quilla x Haidy J. Moreno.;PASAJES AEREOS;abril;COP; Compra de TIQUETE para HAIDY JOHANNA MORENO CEBALLOS, quien viajó a Barranquilla - Colombia para participar como Investigadora;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;17/04/2026;VIAJES;646.986,00
1300003168;Pago alojam. B/quilla x Haidy J. Moreno;ALOJAMIENTO;abril;COP; Pago por RESERVA DE ALOJAMIENTO en el Hotel Plaza Ángel 74 para HAIDY JOHANNA MORENO CEBALLOS, quien viajó a Barranquilla - C;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;17/04/2026;VIAJES;425.947,00
1000023523;IMPUESTO DELINEACIÓN URBANA;;abril;COP; PROYECTO CALLE 72 IMPUESTO DE DELINEACIÓN URBANA VALOR $252.493.000-SECRETARI HACIENDA IF.E72.23.01/08 Gastos Legales Activo:;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;10/04/2026;SERVICIOS PROFESIO;252.493.000,00
1000023559;STAGE HAND;SERVICIOS PARA EVENTOS;abril;COP;;GESTIÓN COMERCIAL EVENTOS EXTERNOS;13/04/2026;SERVICIOS PROFESIO;1.285.200,00
1000023573;BOLSA;PROMOCION DIVULGACION;abril;COP; BOLSAS material publicitario evento Human Power summit;GESTIÓN DE COMUNICACIONES Y PUBLICIDAD;23/04/2026;PUBLIC – MATER POP;249.900,00
1000023525;SUMINISTRO E INSTALACION TABLERO VIDRIO;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;abril;COP; SUMINISTRO E INSTALACION DE TABLERO VIDRIO VICERRECTORIA, PROVEEDOR: SECURITY WINDOWS, VALOR: $636.650, CASO:78441;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;15/04/2026;SRV MTTO INFRAESTR;636.650,00
1000023526;INSTALACION PIEZA MARMOL BAÑO LEGACY;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;abril;COP; SERVICIO SUMINISTRO E INSTALACION PIEZA MARMOL BAÑO LEGACY, PROVEEDOR: RCA, VALOR: $630.135, CASO:78445;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;15/04/2026;SRV MTTO INFRAESTR;630.135,00
1000023527;SERV CORRECTIVO FUGA BAÑO P1 LEGACY;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;abril;COP; SERVICIO DE REPARACION DE FUGA BAÑO P1 LEGACY, PROVEEDOR: RCA, VALOR: $1.409.211, CASO:78450;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;15/04/2026;SRV MTTO INFRAESTR;1.409.211,00
1000023528;SERV REUBICACION DE UPS CIR BICIS ELECTR;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;abril;COP; SERVICIO DE REUBICACION UPS PARA INSTALACION EN CIRCUITO DE BICICLETAS ELECTRICAS, PROVEEDOR: SIETE, VALOR: $1.969.950, CASO:78;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;15/04/2026;SRV MTTO INFRAESTR;1.969.949,00
1000023574;RECARGA PROMOTORES MARZO;PROMOCION DIVULGACION;abril;COP; RECARGA PROMOTORES MARZO BIGPASS;PREGRADO;27/04/2026;INSTITUCIONALES ;3.872.074,00
1000023529;CL 72 INSTALACIÓN RED DATOS;;abril;COP; CALLE 72 PROYECTO HUMANISE CONTATISTA: SIETE+ OBJETO:INSTALACIÓN DE UNA RED DATOS,ELECTRICA,REGULADA POR UPS  Y NORMAL EN LA A;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;14/04/2026;IMPRESOS ;8.807.922,00
1000023565;AUROS DISEÑO ORG MARZO 2026;DIGITALIZACION EMPASTE;abril;COP; SERVICIOS AUROS MES DE MARZO PARA PAGO EN ABRIL, VALOR TOTAL $ 3.169.592. LAS ÁREAS QUE ADQUIRIERON SERVICIOS EN TIENDAS SON:;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;17/04/2026;IMPRESOS ;3.169.590,00
1000023591;IMPRESOS CALLE 72 VALLA;IMPRESOS PUBLICACIONES;abril;COP; PROYECTO CALLE 72 CONTRATISTA KATODE SAS OBJETO: IMPRESION  DIGITAL  SOBRE BANNER  MATE BLACKOUT TINTAS UV VALOR $261.134 51119;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;14/04/2026;IMPRESOS ;261.134,00
1000023524;ALMUERZOS TALLER ARS LAB;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);abril;COP; PROVEEDOR: THE WINE STORE BP: 1000328456  EVENTO: almuerzo de trabajo Colectiva Nomasmetaforas- Inspira- Ars Lab VALOR TOTAL: 3;RECTORÍA;13/04/2026;ALIMENTACION Y REF;3.546.200,00
1000023583;Barra de sodas;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);abril;COP; SOLICITUD DE SERVICIO DE BEBIDAS ENVENTO TERCERA TEMPORADA PETROVERSO PROVEEDOR GRUPO PROMO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;14/04/2026;ALIMENTACION Y REF;103.680,00
1000023567;LIBRETAS BOOTCAMP SABER PRO.;SERVICIOS AUROS;abril;COP; REF: COTIZACIÓN EAN_ 379b Libreta Escocia Libreta elegante escocia con resorte para sellar. Incluye 80 hojas. MARCA tampografi;DESARROLLO CURRICULAR, ASSESSMENT CENTER Y ASEGURAMIENTO DE LA CALIDAD ACADÉMICA;15/04/2026;PAPELERÍA ;899.772,00
1000023572;Soporte funcional SAP Procesos ERP;;abril;COP; Datos de la compra OTRO SI OPS 2330 DEL 2023 Supervisor: Luz H Pineda Proveedor: Consultoría Organizacional Valor de la compra;PROYECTOS TECNOLÓGICOS;27/07/2026;LICENCIAS Y SUBSCR;337.922.277,00
1300003169;Tiquete a Barcelona x Julian F. Segura;INGRESOS TERCEROS;abril;COP; Compra de TIQUETES a Barcelona-España, para JULIAN FELIPE SEGURA CONTRERAS y WILLIAM LÓPEZ CASTRILLÓN, quienes participan en;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;30/04/2026;VIAJES;12.323.620,00
1300003170;Tiquete a Miami x Haidy J. Moreno;INGRESOS TERCEROS;abril;COP;" Compra de TIQUETE a Miami-Estados Unidos, para HAIDY JOHANNA MORENO CEBALLOS, quien participará en la ""Misión Académica Inte";GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;17/04/2026;VIAJES;1.430.951,00
1000023485;Formacion Proyecto 30X - Jaime Reyes;HONORARIOS ASESORIA TECNICA;abril;USD; Capacitacion Proyecto 30X - Jaime Andres Reyes Valor: 4.227 euros - $18.000.000;EVALUACIÓN Y DESARROLLO INTEGRAL;14/04/2026;SERVICIOS PROFESIO;4.800,00
1000023536;APOYO EVENTO;SERVICIOS PARA EVENTOS;abril;COP; SOLICITUD DE PERSONAL DE LOGISTICA PARA TERCERA TEMPORADA PETROVERSO.                 PROVEEDOR ADVANTAGE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;15/04/2026;SERVICIOS PROFESIO;5.928.580,00
1000023563;Residuos Peligrosos marzo;TRANSPORTE FLETES ACARREOS;abril;COP; Recolección y transporte de Residuos peligrosos generados en la(s) sede(s) laboratorios, campus El Nogal, Av. Chile para el me;GESTIÓN DE CALIDAD Y DE LOS PROCESOS;17/04/2026;SERVICIOS PROFESIO;348.076,00
1000023564;Convalidación financiera;ESTUDIO DE SEGURIDAD;abril;COP; ASEC;SELECCIÓN DEL TALENTO Y CALIDAD DE VIDA;13/04/2026;SERVICIOS PROFESIO;4.358.732,00
1000023575;SUSCRIPCIÓN ADSMURAI 2026;SUSCRIPCION MEDIOS DE INFORMACION;abril;COP; suscripción a la Adsmurai Marketing Platform (AMP) x 6 meses, cuyo alcance es completamente distinto, ya que se enfoca en: •;PUBLICIDAD;05/05/2026;SERVICIOS PROFESIO;26.418.000,00
1000023582;Examenes Médicos Ocupacionales;HONORARIOS SERVICIO MEDICO;abril;COP; Examenes Médicos Ocupacionales Colsubcidio;SISTEMA DE GESTIÓN DE LA SEGURIDAD Y SALUD EN EL TRABAJO;16/04/2026;SERVICIOS PROFESIO;3.592.900,00
1000023590;CONSTRUCTION MONTH 4;;abril;USD; HEATHERWICK ADITIONAL CONSTRUCTION-MONTH 4 $22.157 DOLARES AMERICANOS Activo: 130000002 10600801  CONSTRUCCIONES EN CURSO 16150;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;14/04/2026;SERVICIOS PROFESIO;22.157,00
1000023603;CABLE DE THUNDERBOLT A HDMI 1.5M;;abril;COP; COMPRA DE CABLES ABRIL Supervisor: Henry Diaz Proveedor: Servitronic Valor de la compra: COP $392.700 IVA incluido Forma de pag;EXPERIENCIA DE USUARIO;16/04/2026;HARDWARE ;392.700,00
1000023568;Taller DM - Bogotá - Villapinzon;PASAJES TERRESTRES;abril;COP; Bogotá, 14 Abril 2026 Señores UNIVERSIDADEAN MAURICIOAVILASANCHEZ Cordial Saludo. Dando respuesta a su solicitud y agradecien;CONTRATACIÓN PÚBLICA;17/04/2026;TRANSPORTE ;780.000,00
1000023569;Taller DM - Bogotá - Cota;PASAJES TERRESTRES;abril;COP; Bogotá, 14 Abril 2026 Señores UNIVERSIDADEAN MAURICIOAVILASANCHEZ Cordial Saludo. Dando respuesta a su solicitud y agradecien;CONTRATACIÓN PÚBLICA;17/04/2026;TRANSPORTE ;480.000,00
1000023601;CAMISAS;PROMOCION DIVULGACION;abril;COP; Camisas formales en tela camisera con un logo frente izquierdo talla XXL dama;PREGRADO;15/04/2026;INSTITUCIONALES ;185.640,00
1000023586;ANTICIPO 100% PUERTO CARREÑO;INGRESOS TERCEROS;abril;COP; ANTICIPO PARA MARIA GABRIELA BOTERO MORENO DE 4.500.000 PARA GASTOS DE CONTRUCCION TANQUES PUERTO CARREÑO;RECTORÍA;21/04/2026;ELEM. FERRETERIA C;4.500.000,00
1000023538;ALIMENTACIÓN (REFRIGERIO Y ALMUERZO);ALIMENTOS (DESAYU-REFRIG-ALMUERZO);abril;COP; GRUPO PROMO TEL:3214949308 REFRIGERIOS: VALOR UN $18.0000 Y $16.000 VALOR TOTAL $1.615.680 Almuerzo estandar (plato fuerte post;FORMACIÓN A LA MEDIDA;14/04/2026;ALIMENTACION Y REF;4.342.220,00
1000023584;ESPEJOS CAMIONETA UCN871;MANTENIMIENTO AUTOMOTRIZ;abril;COP; Anticipo por valor de 1.180.000 a Henry garcia por Anticipo del 100% para el mantenimiento general (ASEGURAMIENTO TOTAL  AUTOP;RECTORÍA;15/04/2026;MATERIALES REPUEST;1.180.000,00
1000023537;BOTONES BOOTCAMP;SERVICIOS AUROS;abril;COP; SOLICITUD COMPRA BOTONES PARA EVENTO BBOOTCAMP SABER PRO 100 X BOTONES PESONALIZADOS VALOR TOTAL= $330.000;DESARROLLO CURRICULAR, ASSESSMENT CENTER Y ASEGURAMIENTO DE LA CALIDAD ACADÉMICA;14/04/2026;PAPELERÍA ;330.000,00
1000023585;Conciliacion TC 1474 PAUTA GOOGLE;AVISOS Y PROPAGANDA;abril;COP; Conciliación TC 1474 ITAÚ Pauta Google Ads;EAN X PROYECTOS;15/04/2026;LICENCIAS Y SUBSCR;900.000,00
1000023602;Inscripción XIII Encuentro Nacional Red;INSCRIPCION EVENTOS NACIONAL - INTERNACI;abril;COP; Creación de caso:78574. Aoyo para el pago de inscripción al XIII Encuentro Nacional Red IDDEAL Asistentes: •ANGIE XIMENA GU;DIRECCIÓN DE INVESTIGACIONES;15/04/2026;LICENCIAS Y SUBSCR;600.000,00
1000023600;ANTICIPO NUQUI ABRIL;INGRESOS TERCEROS;abril;COP; Anticipo del 100% para Andres Felipe Otalora para cubrir gastos de manutención pasajes y gastos de los trabajadores de mochile;RECTORÍA;21/04/2026;VIAJES;6.250.000,00
1300003145;MANUTENCIÓN ANDRES OTALORA;MANUTENCION;abril;COP; VIATICOS ANDRES OTALORA A NUQUI DEL 23 AL 26 DE ABRIL DE 2026. se realizara la ultima etapa del proyecto regenera nuqui, el eve;RECTORÍA;16/04/2026;VIAJES;555.000,00
1000023539;PROMOTOR EVENTO HUILA FERIA DE ESTUDIOS;PROMOCION DIVULGACION;abril;COP; PROMOTOR EVENTO NEIVA Suministro de personal promotor jornada de 8 horas.;REGIONES;14/04/2026;SERVICIOS PROFESIO;594.405,00
1000023610;Amplificadores Fender 212R Fallas de amp;MANTENIMIENTO MAQUINARIA Y EQUIPO;abril;COP; SOLICITUD DE CASOS Actividad: Mantenimiento cabinas de cabinas se sonido cultura Descripción: El mantenimiento de las cabinas;BIENESTAR UNIVERSITARIO;28/04/2026;SERVICIOS PROFESIO;1.590.000,00
1000023589;VERIFICACION CONEXIONES SANDBOX - FACT E;ASISTENCIA TECNICA;abril;COP; SOPORTE VERIFICACION DE CONEXIONES Supervisor: Diego Rivera Proveedor: Noova Valor de la compra: $2.939.300 IVA incluido Forma;SISTEMAS DE INFORMACIÓN;16/04/2026;SERVICIOS IT ;2.939.300,00
1000023598;MTTO PREV - CORREC SIST LUTRON 2026;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;abril;COP; Producto o servicio requerido: Servicio de Mtto Preventivo sistema de Iluminación LUTRON Edificio Legacy.  Descripción de la;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;17/04/2026;SRV MTTO INFRAESTR;8.085.717,00
1000023594; PROYECTOR LASER INHALAMBRICO POWER L;;abril;COP; SUMINISTRO DE TRES (3) VIDEO BEAM PARA REMPLAZO POR DAÑO EN AULAS L502 ,L903 Y N505 Valor unitario: $5.592.881 Valor total: $1;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;17/04/2026;ACTIVOS Y/O EQUIPO;16.778.643,00
1300003124;TRANSPORTES;PASAJES TERRESTRES;abril;COP; VIATICOS EDGAR GONZALEZ EXPO EXTERIOR HUILA-NEIVA;NUEVOS MERCADOS;16/04/2026;TRANSPORTE ;540.000,00
1300003125;TRANSPORTES;PASAJES TERRESTRES;abril;COP; VIATICOS MARIA FERNANDA ROZO EXPO EXTERIOR HUILA-NEIVA;NUEVOS MERCADOS;16/04/2026;TRANSPORTE ;280.000,00
1300003126;TRANSPORTES;PASAJES TERRESTRES;abril;COP; VIATICOS EDGAR GONZALEZ EVENTO MEDELLIN BECAS POR COLOMBIA;NUEVOS MERCADOS;16/04/2026;TRANSPORTE ;575.000,00
1300003127;TRANSPORTES;PASAJES TERRESTRES;abril;COP; VIATICOS BRIGITTE EVENTO BECAS POR COLOMBIA MEDELLIN;NUEVOS MERCADOS;16/04/2026;TRANSPORTE ;0
1000023613;JUEGO QUIEN QUIERE SER MILLONARIO;PROMOCION DIVULGACION;abril;COP; ALQUILER JUEGO QIEN QUIERE SER MILLONALRIO FILBO Generación y adecuación de la experiencia • Ajustes para funcionamiento au;GESTIÓN DE COMUNICACIONES Y PUBLICIDAD;20/04/2026;INSTITUCIONALES ;2.000.000,00
1000023587;Sabores de resistencia;;abril;COP; Compra libros impresos para Biblioteca relacionado en Acta 002 2026 Proveedor Revistas Tecnicas Contacto Daniel Restrepo Montoy;BIBLIOTECA;20/04/2026;LIBROS ;596.640,00
1000023576;Pasabocas (4 por persona) 3 salados y 1;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);abril;COP; SERVICIO DE ALIMENTOS Y BEBIDAS EVENTO IPMA. PROVEEDOR GRUPO RPOMO;GESTIÓN COMERCIAL EVENTOS EXTERNOS;20/04/2026;ALIMENTACION Y REF;30.484.390,00
1000023593;SERV. VIGILANCIA EVENTO EAN TRANSFORMA;VIGILANCIA;abril;COP; SERVICIO APOYO VIGILANCIA EVENTO EAN TRANSFORMA 11.04.2026;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;17/04/2026;ASEO Y CAFETERIA ;93.540,00
1000023612;PASABOCAS DULCES Y SALADOS;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);abril;COP; COCTEL PARA LA CEREMONIA DE DISTINCIONES ABRIL 17. PROVEEDOR GRUPO PROMO.;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;16/04/2026;ALIMENTACION Y REF;8.777.500,00
1000023614;Premios;PREMIOS - BONOS;abril;COP; * 6305080072 PREMIOS, RIFAS Y  1.295.256 ;VICERRECTORÍA DE INNOVACIÓN ACADÉMICA;15/04/2026;BONOS ;0
1000023595;Pago ISBN para pode públicar el Libro Mi;OTROS SERVICIOS;abril;COP; Proveedor Cámara Colombiana del Libro NIT 860.006.601 BP: 1000011607 Servicio:Pago ISBN para pode públicar el Libro Mi vida a;PUBLICACIONES CIENTIFICAS Y DOCENTES;16/04/2026;LICENCIAS Y SUBSCR;81.600,00
1000023615;Pago ISBN Libro Humanise: guía para un “;OTROS SERVICIOS;abril;COP; Proveedor Cámara Colombiana del Libro NIT 860.006.601 BP: 1000011607 Servicio: Pago ISBN para pode públicar el Libro Humanise;PUBLICACIONES CIENTIFICAS Y DOCENTES;17/04/2026;LICENCIAS Y SUBSCR;81.600,00
1300003147;LEGALIZACIÓN FECZ76643;PASAJES AEREOS;abril;COP; LEGALIZACIÓN FECZ76643;RECTORÍA;27/04/2026;VIAJES;1.095.004,00
1300003148;LEGALIZACIÓN FECZ76644;PASAJES AEREOS;abril;COP; LEGALIZACIÓN FECZ76644;RECTORÍA;27/04/2026;VIAJES;524.892,00
1300003149;LEGALIZACIÓN FECZ76645;PASAJES AEREOS;abril;COP; LEGALIZACIÓN FECZ76645;RECTORÍA;27/04/2026;VIAJES;1.191.992,00
1300003180;LEGALIZACION FECZ77074;PASAJES AEREOS;abril;COP; LEGALIZACION FECZ77074;RECTORÍA;27/04/2026;VIAJES;267.560,00
1000023592;CL 71 GERENCIA PROYECTO;;abril;COP; PROYECTO CALLE 71 CONTRATISTA: CIRCULAR LAB OBJETO: GERENCIA DE PROYECTO CALLE 71 VALOR$ 728.037.260 AÑO EJECUCIÓN 2026 CARGU;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;13/05/2026;SERVICIOS PROFESIO;728.037.260,00
1000023596;INTERPRETE LEGUAJE DE SEÑAS;SERVICIOS PARA EVENTOS;abril;COP; SERVICIO DE INTERPRETE DE LENGUAJE DE SEÑAS PARA LA CEREMONIA DISTINCIONES 17 DE ABRIL 2026 PROVEEDOR ANGIE CAROLINA SANCHEZ P;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;21/04/2026;SERVICIOS PROFESIO;200.000,00
1000023597;INTERPRETE LEGUAJE DE SEÑAS;SERVICIOS PARA EVENTOS;abril;COP; SERVICIO DE INTERPRETE DE LENGUAJE DE SEÑAS PARA LA CEREMONIA DISTINCIONES 17 DE ABRIL 2026 PROVEEDOR DAVID CARDENAS MOLINA;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;21/04/2026;SERVICIOS PROFESIO;200.000,00
1000023611;Residuos Orgánicos mes de marzo;TRANSPORTE FLETES ACARREOS;abril;COP; Recolección y transporte de 2.725 kg de residuos orgánicos generados en la universidad durante el mes de marzo.;GESTIÓN DE CALIDAD Y DE LOS PROCESOS;22/04/2026;SERVICIOS PROFESIO;521.585,00
1000023620;APOYO EVENTO;SERVICIOS PARA EVENTOS;abril;COP; SOLICITUD DE SERVICIO DE PERSONAL LOGISTICO Y BRIGADISTAS PARA EVENTO IMPA. PROVEEDOR ADVANTAGE;GESTIÓN COMERCIAL EVENTOS EXTERNOS;17/04/2026;SERVICIOS PROFESIO;2.491.378,00
1300003146; CL 72 PASAJES AEREOS PASTO;;abril;COP; PROYECTO CALLE 72 TIQUETES AEREOS VIAJE AL PUEBLO INGA VALOR $ 5.766.292 VIAJE DEL 24 DE ABRIL AL 28 DE ABRIL CARGUE PRESUPUEST;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;07/05/2026;SERVICIOS PROFESIO;5.766.264,00
1000023605;MOCHILAS;PROMOCION DIVULGACION;abril;COP; SOLICITUD DE SOUVENIR  PARA EL EVENTO IMPA. PROVEEDOR BARACK PUBLICIDAD S.A.S;GESTIÓN COMERCIAL EVENTOS EXTERNOS;16/04/2026;PUBLIC – MATER POP;6.683.040,00
1000023632;PASAPORTES CHOCOZON;INGRESOS TERCEROS;abril;COP; 300 PASAPORTES DE 92 PAGINAS PROVEEDOR: Marketing y publicidad Estrategica Valor total: 5.961.900 IVA INCLUIDO Guias chocozon C;RECTORÍA;21/04/2026;EVENTOS ;5.961.900,00
1000023640;BOG0001118232;;abril;COP; Proveedor: EYS Envíos S.A.S. BP: 1000340074 Desde la Gerencia de Investigación y Transferencia, en el mes de julio de 2025, s;UNIDAD DE DESARROLLO;21/04/2026;ACTIVOS Y/O EQUIPO;1.818.180,00
1000023608;Taller DM - Bogotá - Soacha;PASAJES TERRESTRES;abril;COP; Bogotá, 15 Abril 2026 Señores UNIVERSIDADEAN MAURICIOAVILASANCHEZ Cordial Saludo. Dando respuesta a su solicitud y agradecien;CONTRATACIÓN PÚBLICA;20/04/2026;TRANSPORTE ;350.000,00
1000023616;ACTIVACION STAND;ALQUILER STAND - CARPAS;abril;COP; ACTIVACION STAND FERIA DEL LIBRO;PREGRADO;16/04/2026;INSTITUCIONALES ;21.984.953,00
1000023618;TOGA Y BIRRETE;PROMOCION DIVULGACION;abril;COP; BOTARGA MELI TOGA Y BIRRETE;GESTIÓN DE COMUNICACIONES Y PUBLICIDAD;17/04/2026;INSTITUCIONALES ;2.689.400,00
1000023642;Stickes para oferta y canvas Bienestar U;PROMOCION DIVULGACION;abril;COP; SOLICITUD DE CASOS Actividad:   Stickers para la divulgación de oferta y Canvas Bienestar Descripción:  Compra de stickers in;BIENESTAR UNIVERSITARIO;21/04/2026;IMPRESOS ;546.091,00
1000023621;Desayunos evento HumanPowers;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);abril;COP;;EVALUACIÓN Y DESARROLLO INTEGRAL;20/04/2026;ASEO Y CAFETERIA ;6.075.050,00
1000023641;SERV. VIGILANCIA GRABACION 10.04.2026;VIGILANCIA;abril;COP; SERVICIO VIGILANCIA APOYO GRABACIÓN TELESET 10 DE ABRIL;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;21/04/2026;ASEO Y CAFETERIA ;600.583,00
1000023644;Quinck de pollo con champiñones y ensala;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);abril;COP; REFRIGERIOS PARA LA JORNADA DE COPADEIN PROVEEDOR:GRUPO PROMO;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;17/04/2026;ALIMENTACION Y REF;1.113.790,00
1000023599;Proyecto agrosavia_Compra insumos;INGRESOS TERCEROS;abril;COP; Creación caso:78721. Compra proyecto externo Agrosavia. Recolección una tonelada de Estiércol, en un recipiente de 10 Kg, pa;DIRECCIÓN DE INVESTIGACIONES;16/04/2026;ELEM. LABORATORIO ;1.500.000,00
1000023643;REGULADOR MANOMETROS PURGA;;abril;COP; Elementos de laboratorio (soldadura y mecanizado) Proveedor: Innovalab BP: 1000012129;LABORATORIOS DE INGENIERÍA;22/04/2026;ELEM. LABORATORIO ;5.074.160,00
1000023577;Renovación BD LegisComex por un año;SUSCRIPCIONES BASES DE DATOS;abril;COP; Renovación anual a la suscripción Base de Datos Académica LegisComex por un año, Abril 11 2026 a Abril 10 2027 El valor es;BIBLIOTECA;23/04/2026;LICENCIAS Y SUBSCR;20.577.000,00
1000023579;TIQUETES MEDELLIN BECAS POR COLOMBIA;PASAJES AEREOS;abril;COP; TIQUETES EVENTO MEDELLIN BECAS POR COLOMBIA EDGAR GONZALEZ;NUEVOS MERCADOS;04/05/2026;VIAJES;571.626,00
1300003128;PASAJES AEREOS RIVERA 11 AL 14 DE MARZO;PASAJES AEREOS;abril;COP; NOMBRE DEL PROFESOR: JUAN CARLOS RIVERA RUEDA CC: 79864218 EVENTO: ASAMBLEA AFADECO FECHA IDA Y REGRESO:11 AL 14 DE MARZO DE 20;FACULTAD DE ADMINISTRACION;27/04/2026;VIAJES;793.342,00
1300003129;ALOJAMIENTO RIVERA 11 AL 14 MARZO;ALOJAMIENTO;abril;COP; NOMBRE DEL PROFESOR: JUAN CARLOS RIVERA RUEDA CC: 79864218 EVENTO: ASAMBLEA AFADECO FECHA IDA Y REGRESO:11 AL 14 DE MARZO DE 20;FACULTAD DE ADMINISTRACION;27/04/2026;VIAJES;554.697,00
1300003136;Aeropuerto Bogotá – Casa;PASAJES TERRESTRES;abril;COP; BRAYAN ALEXIS ARIAS MARTINEZ CC. 80031153  23 de abril al 24 de abril IDA REGRESO TOTAL Transporte aeropuerto Bogotá – Casa;CONSULTORIA PRIVADA;17/04/2026;VIAJES;690.000,00
1300003137;Aeropuerto Bogotá – Casa;PASAJES TERRESTRES;abril;COP; JESSICA RUTH PEÑA TORRES CC. 63555368  23 de abril al 24 de abril IDA REGRESO TOTAL Transporte aeropuerto Bogotá – Casa | $;CONSULTORIA PRIVADA;17/04/2026;VIAJES;690.000,00
1300003138;Tiquetes Comfandi Cali - AAGRRQY;PASAJES AEREOS;abril;COP; AAGRRQY - TIQUETES IDA Y VUELTA BOGOTÁ - CALI (Comfandi) BRAYAN ALEXIS ARIAS MARTINEZ CC. 80031153 JESSICA RUTH PEÑA TORRES C;CONSULTORIA PRIVADA;27/05/2026;VIAJES;2.050.336,00
1300003139;ALOJAMIENTO CALI ABR - BRAYAN ARIAS;ALOJAMIENTO;abril;COP; Hospedaje | Brayan Arias Hotel Chipichape CALI 1 noche CHECK IN: jueves, 23 abril 2026 ACOMODACIÓN CHECK OUT: viernes, 24 abri;CONSULTORIA PRIVADA;27/05/2026;VIAJES;305.168,00
1300003151;LEGALIZACIÓN FECZ77075;PASAJES AEREOS;abril;COP; LEGALIZACIÓN FECZ77075;RECTORÍA;27/04/2026;VIAJES;489.900,00
1300003152;LEGALIZACIÓN FECZ77337;PASAJES AEREOS;abril;COP; LEGALIZACIÓN FECZ77337;RECTORÍA;27/04/2026;VIAJES;218.770,00
1300003153;LEGALIZACION FECZ77504;PASAJES AEREOS;abril;COP; LEGALIZACION FECZ77504;RECTORÍA;27/04/2026;VIAJES;780.127,00
1300003154;Alojamiento Julián Segura en Lleida;INGRESOS TERCEROS;abril;COP;" Pago por RESERVA DE ALOJAMIENTO en el B<(>&<)>B HOTEL LLEIDA, para JULIAN FELIPE SEGURA CONTRERAS, quien participó en la ""Misi";GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;29/04/2026;VIAJES;2.765.152,00
